_id,pin,number,total_amount
3551241,0233B00077000000,12,2791.38
3551242,0233B00078000000,6,2357.15
3551243,0233B00080000000,56,3221.73
3551244,0233B00085000000,183,6304.1
3551245,0233B00088000000,31,1126.99
3551246,0233B00089000000,4,1914.96
3551247,0233B00090000000,1,80.88
3551248,0233B00091000000,32,10353.24
3551249,0233B00094000000,18,114.33
3551250,0233B00095000000,71,747.14
3551251,0233B00098000000,36,229.89
3551252,0233B00103000000,18,21440.38
3551253,0233B00110000000,7,88.6
3551254,0233B00115000000,49,112.14
3551255,0233B00116000000,77,293.68
3551256,0233B00117000000,82,124.68
3551257,0233B00118000000,73,247.97
3551258,0233B00119000000,62,203.11
3551259,0233B00122000000,95,404.32
3551260,0233B00123000000,66,94.34
3551261,0233B00124000000,8,1567.08
3551262,0233B00129000000,1,81.83
3551263,0233B00131000000,2,442.03
3551264,0233B00133000000,22,16140.34
3551265,0233B00134000000,3,573.64
3551266,0233B00136000000,4,1708.81
3551267,0233B00147000000,10,4128.46
3551268,0233B00148000000,66,1320.36
3551269,0233B00149000000,55,301.86
3551270,0233B00150000000,103,778.11
3551271,0233B00154000000,4,2616.55
3551272,0233B00156000000,42,5524.8
3551273,0233B00157000000,7,632.07
3551274,0233B00159000000,26,7941.47
3551275,0233B00159000A00,10,7985.84
3551276,0233B00160000000,16,66.06
3551277,0233B00161000000,16,66.06
3551278,0233B00163000000,16,7350.48
3551279,0233B00165000000,15,3551.11
3551280,0233B00166000000,19,7865.59
3551281,0233B00167000000,19,10646.31
3551282,0233B00169000000,58,1198.22
3551283,0233B00173000000,17,3852.35
3551284,0233B00175000A00,1,122.98
3551285,0233B00180000000,17,6799.92
3551286,0233B00190000000,1,43.04
3551287,0233B00203000000,2,1467.68
3551288,0233B00204000000,19,5988.23
3551289,0233B00205000000,18,13164.3
3551290,0233B00208000000,1,89.87
3551291,0233B00209000000,13,8192.35
3551292,0233B00214000000,4,1257.04
3551293,0233B00219000000,1,1088.85
3551294,0233B00220000000,4,971.61
3551295,0233B00227000000,3,4863.93
3551296,0233B00232000000,12,2558.65
3551297,0233B00234000000,2,1326.91
3551298,0233B00235000000,27,1551.8
3551299,0233B00236000000,13,8855.95
3551300,0233B00237000000,16,13026.59
3551301,0233B00239000000,14,3420.6
3551302,0233B00243000000,4,4340.86
3551303,0233B00254000000,9,7608.51
3551304,0233B00255000000,40,4556.69
3551305,0233B00268000000,55,10330.05
3551306,0233B00269000000,43,1689.58
3551307,0233B00272000000,1,38.79
3551308,0233B00280000000,3,8253.66
3551309,0233B00281000000,1,301
3551310,0233B00314000000,2,1856.82
3551311,0233B00318000000,3,277.06
3551312,0233B00319000000,1,401.58
3551313,0233B00332000000,1,179.03
3551314,0233B00336000000,13,9204.95
3551315,0233B00337000000,2,43.74
3551316,0233B00345000000,1,131.79
3551317,0233B00350000000,21,12262.59
3551318,0233C00016000000,52,8050.53
3551319,0233C00020000000,1,950.98
3551320,0233C00021000000,40,14576.7
3551321,0233C00022000000,55,1773.89
3551322,0233C00024000000,1,175.88
3551323,0233C00028000000,1,429
3551324,0233C00033000000,34,6203.31
3551325,0233C00038000000,51,899.18
3551326,0233C00040000000,4,1918.35
3551327,0233C00042000000,20,11117.92
3551328,0233C00044000000,21,840.04
3551329,0233C00047000000,1,79.46
3551330,0233C00048000000,28,3368.93
3551331,0233C00049000000,11,5981.2
3551332,0233C00052000000,17,9415.98
3551333,0233C00057000000,18,400.36
3551334,0233C00080000000,11,659.3
3551335,0233C00103000000,14,3986.27
3551336,0233C00106000000,104,669.94
3551337,0233C00108000000,10,6543.78
3551338,0233C00110000000,13,5247.53
3551339,0233C00111000000,10,183.87
3551340,0233C00113000000,11,1922.94
3551341,0233C00114000000,1,89.87
3551342,0233C00115000000,30,3241.98
3551343,0233C00117000000,15,9157.25
3551344,0233C00120000000,25,17050.83
3551345,0233C00121000000,155,2235.91
3551346,0233C00122000000,6,1232.6
3551347,0233C00123000000,129,2280.84
3551348,0233C00124000000,1,6.62
3551349,0233C00126000000,16,16109.91
3551350,0233C00127000000,8,9707.54
3551351,0233C00128000000,1,471.8
3551352,0233C00129000000,16,12490
3551353,0233C00130000000,15,10289.54
3551354,0233C00131000000,14,15054.73
3551355,0233C00132000000,4,5477.17
3551356,0233C00138000000,6,1741.9
3551357,0233C00139000000,9,8742.64
3551358,0233C00140000000,6,8144.45
3551359,0233C00141000000,1,709.76
3551360,0233C00143000000,25,9474.66
3551361,0233C00144000000,22,5362.08
3551362,0233C00145000000,1,79.46
3551363,0233C00146000000,16,11818.99
3551364,0233C00151000000,108,1321.59
3551365,0233C00152000000,34,10552.94
3551366,0233C00153000000,23,6842.09
3551367,0233C00154000000,20,134.16
3551368,0233C00155000000,28,8109.23
3551369,0233C00156000000,20,101.89
3551370,0233C00157000000,101,562.92
3551371,0233C00158000000,102,566.46
3551372,0233C00159000000,86,2834.91
3551373,0233C00161000000,23,13601.58
3551374,0233C00162000000,28,631.5
3551375,0233C00164000000,90,1508.4
3551376,0233C00165000000,6,1762.45
3551377,0233C00166000000,5,1527.51
3551378,0233C00180000000,56,269.62
3551379,0233C00182000000,27,6098.42
3551380,0233C00186000000,44,5132.21
3551381,0233C00190000000,102,636.97
3551382,0233C00196000000,134,2397.02
3551383,0233C00204000000,115,1529.68
3551384,0233C00208000000,1,144.26
3551385,0233C00216000000,52,244.21
3551386,0233C00217000000,10,96.17
3551387,0233C00218000000,12,7927.82
3551388,0233C00223000000,4,1191.04
3551389,0233C00225000000,18,7946.16
3551390,0233C00226000000,29,2845.07
3551391,0233C00227000000,17,11027.49
3551392,0233C00230000000,43,9123.28
3551393,0233C00235000000,8,9916.22
3551394,0233C00275000000,4,452.52
3551395,0233C00275000001,3,279.05
3551396,0233C00297000000,1,174.06
3551397,0233C00301000000,67,1906.22
3551398,0233C00330000000,11,44.59
3551399,0233D00001000000,19,1188.22
3551400,0233D00010000000,1,849.53
3551401,0233D00039000000,6,1960.59
3551402,0233D00078000000,1,148.05
3551403,0233D00080000000,1,353.33
3551404,0233D00088000000,6,4741.47
3551405,0233D00120000000,3,1512.54
3551406,0233D00140000000,1,19.54
3551407,0233D00146000000,8,4196.17
3551408,0233D00150000000,1,175.48
3551409,0233D00154000000,1,121.56
3551410,0233D00166000000,1,91.29
3551411,0233D00191000000,1,67.17
3551412,0233D00228000000,25,9354.92
3551413,0233D00251000100,4,3517.97
3551414,0233D00251000200,5,2921.23
3551415,0233D00251000300,6,4679.75
3551416,0233D00251000400,5,4642.18
3551417,0233D00251000500,11,5711.82
3551418,0233D00251000600,12,5363.64
3551419,0233D00251000700,12,5363.64
3551420,0233D00251000800,12,5363.64
3551421,0233D00251000900,11,5242.55
3551422,0233D00251001000,12,4789.86
3551423,0233D00251001100,12,4789.86
3551424,0233D00251001200,12,4789.86
3551425,0233D00251001300,12,4789.86
3551426,0233D00251001400,12,4789.86
3551427,0233D00251001500,12,4789.86
3551428,0233D00251001600,12,4789.86
3551429,0233D00251001700,13,5482.82
3551430,0233D00251001800,12,4601.01
3551431,0233E00011000000,7,1718.27
3551432,0233E00012000000,1,3.31
3551433,0233E00013000000,25,3757.01
3551434,0233E00015000000,22,10325.22
3551435,0233E00018000000,27,13827.23
3551436,0233E00021000000,15,7867.94
3551437,0233E00023000000,1,17.5
3551438,0233E00028000000,2,1082.22
3551439,0233E00029000000,14,1794.41
3551440,0233E00032000000,6,4997.33
3551441,0233E00036000000,1,4175
3551442,0233E00040000000,31,10419.62
3551443,0233E00047000000,16,6930.86
3551444,0233E00049000000,3,817.38
3551445,0233E00051000000,4,3200.22
3551446,0233E00053000000,13,49.64
3551447,0233E00055000000,22,14520.02
3551448,0233E00057000000,1,120.62
3551449,0233E00094000000,15,1297.73
3551450,0233E00096000000,1,156.24
3551451,0233E00099000000,1,166.32
3551452,0233E00100000000,32,5404.56
3551453,0233E00111000000,1,253.26
3551454,0233E00113000000,21,7250.7
3551455,0233E00114000000,23,11495.24
3551456,0233E00128000000,2,260.57
3551457,0233E00130000000,20,13945.38
3551458,0233E00131000000,1,104.53
3551459,0233E00133000000,19,255.55
3551460,0233E00135000000,16,17263.28
3551461,0233E00136000000,16,16514.08
3551462,0233E00140000000,17,4820.73
3551463,0233E00147000000,28,10073.3
3551464,0233E00148000000,11,8390.32
3551465,0233E00150000000,28,4899.39
3551466,0233E00151000000,17,7922.38
3551467,0233E00152000000,19,2136.26
3551468,0233E00156000000,7,2073.85
3551469,0233E00157000000,8,5482.06
3551470,0233E00158000000,11,2805.49
3551471,0233E00160000000,19,15992.85
3551472,0233E00165000000,1,40.2
3551473,0233E00166000000,8,3958.04
3551474,0233E00170000000,19,4452.69
3551475,0233E00171000000,11,2678.76
3551476,0233E00172000000,31,15442.36
3551477,0233E00173000000,21,6367.06
3551478,0233E00174000000,1,194.88
3551479,0233E00190000000,23,8103.8
3551480,0233E00194000000,5,784.06
3551481,0233E00195000000,1,1065.35
3551482,0233E00198000000,14,1409.34
3551483,0233E00209000000,2,2108.76
3551484,0233E00213000000,11,6074.64
3551485,0233E00216000000,13,46.3
3551486,0233E00220000000,18,3293.15
3551487,0233E00222000000,1,83.72
3551488,0233E00228000000,17,2984.69
3551489,0233E00243000000,22,992.5
3551490,0233E00245000000,19,622.61
3551491,0233E00250000000,30,18867.7
3551492,0233E00255000000,17,427.09
3551493,0233E00256000000,17,785.62
3551494,0233E00262000100,1,847.01
3551495,0233E00262000400,1,847.01
3551496,0233E00262000600,1,847.01
3551497,0233E00263000000,4,2400.36
3551498,0233E00266000000,3,1732.72
3551499,0233E00267000000,17,12712.72
3551500,0233E00268000000,1,142.37
3551501,0233E00269000000,22,10564.81
3551502,0233E00270000000,23,3289.44
3551503,0233E00271000000,5,2112.4
3551504,0233E00272000000,12,9298.73
3551505,0233E00275000000,9,2736.94
3551506,0233E00276000000,32,10204.84
3551507,0233E00283000000,14,7590.39
3551508,0233E00285000000,17,7375.18
3551509,0233E00286000000,17,10554.16
3551510,0233E00296000000,19,6646.13
3551511,0233E00299000000,8,10707.87
3551512,0233E00300000000,2,987.97
3551513,0233E00302000000,3,1141.27
3551514,0233E00307000400,1,16.55
3551515,0233E00307000600,19,15480.04
3551516,0233E00320000000,1,109.75
3551517,0233E00326000000,14,6975.73
3551518,0233F00001000000,4,2310.6
3551519,0233F00002000000,1,234.98
3551520,0233F00004000000,16,8745.46
3551521,0233F00006000000,14,7031.04
3551522,0233F00012000000,13,10320.97
3551523,0233F00022000000,2,113.4
3551524,0233F00025000000,41,7515.45
3551525,0233F00040000000,1,159.4
3551526,0233F00041000000,44,5647.86
3551527,0233F00044000000,3,600.58
3551528,0233F00051000000,1,2.36
3551529,0233F00059000000,5,3166.22
3551530,0233F00084000A00,5,5574.26
3551531,0233F00094000000,1,1833.81
3551532,0233F00104000001,7,9218.7
3551533,0233F00104000003,3,1646.77
3551534,0233F00116000000,1,109.74
3551535,0233F00117000000,1,6.15
3551536,0233F00118000000,1,3.31
3551537,0233F00122000000,1,596.48
3551538,0233F00125000000,1,60.07
3551539,0233F00134000000,6,1612.66
3551540,0233F00138000000,5,1740.42
3551541,0233F00142000000,17,13301.8
3551542,0233F00146000000,16,11720.86
3551543,0233F00147000000,1,71.42
3551544,0233F00160000000,17,12259.89
3551545,0233F00162000000,15,6904.95
3551546,0233F00163000000,4,2965.28
3551547,0233F00164000000,38,11190.55
3551548,0233F00165000000,34,3664.1
3551549,0233F00166000000,6,8566.33
3551550,0233F00167000000,1,87.03
3551551,0233F00168000000,18,526.99
3551552,0233F00169000000,13,3106.41
3551553,0233F00171000000,17,22294.84
3551554,0233F00172000000,1,1552.84
3551555,0233F00176000000,35,5942.26
3551556,0233F00177000000,13,5491.6
3551557,0233F00181000000,1,202.14
3551558,0233F00185000000,15,5696.98
3551559,0233F00186000000,17,17586.96
3551560,0233F00188000000,9,3611.34
3551561,0233F00189000000,1,127.71
3551562,0233F00191000000,1,650.7
3551563,0233F00194000000,1,530.2
3551564,0233F00196000000,4,2729.73
3551565,0233F00203000000,18,1409.54
3551566,0233F00204000000,5,1151.97
3551567,0233F00206000000,53,17971.89
3551568,0233F00207000000,25,9045.63
3551569,0233F00209000000,16,10496.63
3551570,0233F00213000000,15,2736.28
3551571,0233F00218000000,4,1084.48
3551572,0233F00221000000,53,12016.38
3551573,0233F00222000000,9,901.24
3551574,0233F00225000200,1,32.16
3551575,0233F00225000300,1,32.16
3551576,0233F00226000200,1,1.89
3551577,0233F00226000300,1,1.89
3551578,0233F00228000000,2,2433.75
3551579,0233F00230000000,7,2510.73
3551580,0233F00237000000,1,3.31
3551581,0233F00240000000,1,19.39
3551582,0233F00242000000,1,2.36
3551583,0233F00243000000,1,15.14
3551584,0233F00244000000,16,12360.28
3551585,0233F00246000000,28,4310.99
3551586,0233F00254000000,11,6222.6
3551587,0233F00272000000,13,407.59
3551588,0233F00274000000,17,2156.14
3551589,0233F00275000000,21,4282.35
3551590,0233F00276000000,14,6298.56
3551591,0233F00279000000,19,15645.37
3551592,0233F00283000000,16,13678.43
3551593,0233F00284000000,14,67.38
3551594,0233F00287000000,9,1151.84
3551595,0233F00289000000,8,218.65
3551596,0233F00291000000,5,7213.23
3551597,0233F00292000000,36,18393.8
3551598,0233F00294000000,2,803.88
3551599,0233F00297000000,15,508.41
3551600,0233F00299000000,25,8959.94
3551601,0233F00300000000,1,855.5
3551602,0233F00312000000,16,8911.87
3551603,0233F00318000000,25,5380.68
3551604,0233F00319000000,16,13566.08
3551605,0233F00321000000,14,1757.25
3551606,0233F00323000000,11,4753.28
3551607,0233F00324000000,1,2.36
3551608,0233F00325000000,23,2987.65
3551609,0233F00329000000,7,3088.39
3551610,0233F00330000000,22,6960.31
3551611,0233G00006000000,54,829.87
3551612,0233G00007000000,16,9123.36
3551613,0233G00008000000,1,100.75
3551614,0233G00010000000,1,13.53
3551615,0233G00011000000,72,1701.89
3551616,0233G00013000000,2,403.16
3551617,0233G00023000000,23,8404.73
3551618,0233G00024000000,13,7770.98
3551619,0233G00028000000,11,2736.06
3551620,0233G00030000000,12,8947.78
3551621,0233G00035000000,53,1268.35
3551622,0233G00038000000,17,10823.22
3551623,0233G00039000000,1,109.26
3551624,0233G00051000000,10,9322.97
3551625,0233G00075000000,1,59.12
3551626,0233G00080000000,2,694.41
3551627,0233G00083000000,97,119.53
3551628,0233G00087000000,17,34.18
3551629,0233G00087000002,44,47.49
3551630,0233G00092000000,24,12024.55
3551631,0233G00100000000,13,10466.86
3551632,0233G00101000000,17,7828.46
3551633,0233G00110000000,6,5319.72
3551634,0233G00114000000,14,10875.7
3551635,0233G00116000000,17,8417.1
3551636,0233G00117000000,7,11954.41
3551637,0233G00121000000,4,2680.79
3551638,0233G00128000000,15,4581.96
3551639,0233G00131000000,14,8150.6
3551640,0233G00133000000,1,189.2
3551641,0233G00138000000,1,127.71
3551642,0233G00144000000,4,1848.27
3551643,0233G00145000000,8,6420.57
3551644,0233G00146000000,57,12534.69
3551645,0233G00147000000,17,11599.57
3551646,0233G00148000000,1,259.77
3551647,0233G00150000000,3,1113.63
3551648,0233G00169000000,13,10744.75
3551649,0233G00170000000,2,246.9
3551650,0233G00172000000,1,344.35
3551651,0233G00174000000,1,1166.18
3551652,0233G00181000000,23,18815.71
3551653,0233G00186000000,18,12630.47
3551654,0233G00188000000,3,642.8
3551655,0233G00189000000,28,7255.5
3551656,0233G00190000000,6,11085.47
3551657,0233G00193000000,13,3554.77
3551658,0233G00199000000,7,2400.27
3551659,0233G00200000000,2,2338
3551660,0233G00211000000,4,582.32
3551661,0233G00217000000,1,340.2
3551662,0233G00223000000,1,2.36
3551663,0233G00224000000,26,14786.85
3551664,0233G00232000000,2,404.86
3551665,0233G00242000000,1,126.29
3551666,0233G00249000000,6,3559.88
3551667,0233G00250000000,20,15881.25
3551668,0233G00258000000,13,2541.17
3551669,0233G00259000000,1,50.61
3551670,0233G00263000000,3,1938.81
3551671,0233G00274000000,15,13289.97
3551672,0233G00275000000,16,12276.09
3551673,0233G00277000000,12,11808.37
3551674,0233G00278000000,1,133.86
3551675,0233G00285000000,9,174.12
3551676,0233G00286000000,18,13799.58
3551677,0233G00290000000,1,115.88
3551678,0233G00295000000,2,9.26
3551679,0233G00295000100,2,469.2
3551680,0233G00296000000,3,270.24
3551681,0233H00007000000,73,435.13
3551682,0233H00019000000,8,2895.25
3551683,0233H00023000000,12,8082.81
3551684,0233H00024000000,14,12278.87
3551685,0233H00027000000,1,413.85
3551686,0233H00028000000,10,6066.48
3551687,0233H00030000000,1,68.11
3551688,0233H00045000000,13,3566.04
3551689,0233H00052000000,11,2218.26
3551690,0233H00053000000,5,3019.9
3551691,0233H00063000000,1,316.4
3551692,0233H00072000000,2,1500.48
3551693,0233H00084000000,14,10107.09
3551694,0233H00088000000,9,1719.74
3551695,0233H00090000000,1,932.5
3551696,0233H00091000000,19,14323.22
3551697,0233H00105000000,48,26309.43
3551698,0233H00109000000,15,11496.15
3551699,0233H00134000000,1,138.59
3551700,0233H00136000000,1,1352.7
3551701,0233H00155000000,10,7483.42
3551702,0233H00164000000,19,11640.01
3551703,0233H00168000000,1,124.87
3551704,0233J00004000000,6,1397.6
3551705,0233J00005000000,1,1098.02
3551706,0233J00008000000,2,38.78
3551707,0233J00009000000,27,5599.7
3551708,0233J00017000000,9,3328.59
3551709,0233J00019000000,11,6874.43
3551710,0233J00041000000,8,1842.61
3551711,0233J00045000000,8,6421.73
3551712,0233J00046000000,1,44.94
3551713,0233J00047000000,17,4771.48
3551714,0233J00048000000,9,3790.62
3551715,0233J00049000000,13,8175.94
3551716,0233J00052000000,1,56.29
3551717,0233J00054000000,1,227.51
3551718,0233J00062000000,10,272.74
3551719,0233J00063000000,95,4468.62
3551720,0233J00180000000,1,1877.34
3551721,0233J00186000000,2,2127.79
3551722,0233J00191000000,7,13248.21
3551723,0233J00192000000,1,463.93
3551724,0233J00193000000,7,8196.52
3551725,0233J00203000000,1,96.02
3551726,0233J00211000002,23,11826.56
3551727,0233J00216000000,6,8360.75
3551728,0233J00219000000,4,1979.73
3551729,0233J00220000000,5,5667.2
3551730,0233J00223000000,6,6955.9
3551731,0233J00225000000,14,69.23
3551732,0233J00227000000,5,6203.75
3551733,0233J00229000000,20,1546.49
3551734,0233J00255000000,13,1934.51
3551735,0233J00256000000,17,3358.33
3551736,0233J00257000000,1,177.85
3551737,0233J00260000000,8,3597.23
3551738,0233J00263000000,10,2465.21
3551739,0233J00268000000,1,7.57
3551740,0233J00274000000,21,698.56
3551741,0233J00275000000,33,11290.6
3551742,0233J00276000000,16,1476.75
3551743,0233J00277000000,14,3162.39
3551744,0233J00278000000,25,9392.26
3551745,0233J00279000000,10,315.31
3551746,0233J00281000000,17,10328.77
3551747,0233J00287000000,23,9709.33
3551748,0233J00288000000,17,10635.35
3551749,0233J00290000000,1,155.14
3551750,0233J00297000000,18,2422.72
3551751,0233J00298000000,1,113.05
3551752,0233J00300000000,1,152.31
3551753,0233J00301000000,10,3732.42
3551754,0233J00302000000,21,13274.61
3551755,0233J00303000000,19,10249.54
3551756,0233J00304000000,32,8962.03
3551757,0233J00305000000,17,506.76
3551758,0233J00306000000,28,6399.96
3551759,0233J00308000000,28,3687.51
3551760,0233J00310000000,59,2828.77
3551761,0233J00311000000,8,1331.52
3551762,0233J00312000000,18,78.15
3551763,0233J00313000000,37,8867.44
3551764,0233J00317000000,10,1208.63
3551765,0233J00319000000,1,4.73
3551766,0233J00322000000,92,2566.36
3551767,0233J00323000000,37,6246.44
3551768,0233J00324000000,23,5377.57
3551769,0233J00328000000,17,16690.16
3551770,0233J00330000000,9,5324.5
3551771,0233J00335000000,1,65.75
3551772,0233J00337000000,2,255.42
3551773,0233J00339000000,8,11090.34
3551774,0233J00342000000,23,13840.49
3551775,0233J00343000000,13,2001.33
3551776,0233J00345000000,3,863.48
3551777,0233J00346000000,6,5988.27
3551778,0233J00349000000,1,676.36
3551779,0233J00353000000,9,7661.3
3551780,0233J00363000000,20,6445.85
3551781,0233J00365000000,31,14468.65
3551782,0233J00367000000,61,3087.1
3551783,0233J00373000000,13,2837.07
3551784,0233K00004000000,5,2311.88
3551785,0233K00005000000,19,11574.68
3551786,0233K00045000000,18,10113.08
3551787,0233K00047000000,8,1123.95
3551788,0233K00048000000,7,6292.3
3551789,0233K00049000000,19,5469.72
3551790,0233K00051000000,13,3030.25
3551791,0233K00053000000,18,17608.74
3551792,0233K00057000000,12,1978.09
3551793,0233K00058000000,8,58.93
3551794,0233K00061000000,1,3.31
3551795,0233K00063000000,8,52.06
3551796,0233K00064000000,7,39.62
3551797,0233K00065000000,7,46.43
3551798,0233K00066000000,12,2427.76
3551799,0233K00067000000,22,9281.79
3551800,0233K00071000000,19,8561.02
3551801,0233K00073000000,28,12088.2
3551802,0233K00075000000,5,1254.52
3551803,0233K00077000000,39,4739.16
3551804,0233K00080000000,1,77.1
3551805,0233K00081000000,4,1183.49
3551806,0233K00087000000,51,13114.3
3551807,0233K00089000000,15,3313.25
3551808,0233K00092000000,4,1222.75
3551809,0233K00093000000,2,813.2
3551810,0233K00094000000,7,2538.81
3551811,0233K00097000000,30,2854.82
3551812,0233K00099000000,1,4512.73
3551813,0233K00108000000,10,57.08
3551814,0233K00109000000,14,3087.61
3551815,0233K00110000000,25,7537.84
3551816,0233K00111000000,39,12636.78
3551817,0233K00113000000,22,5364.32
3551818,0233K00114000000,3,591.2
3551819,0233K00115000000,42,11740.09
3551820,0233K00117000000,5,9621.46
3551821,0233K00118000000,6,3360.12
3551822,0233K00123000000,13,2474.75
3551823,0233K00126000000,16,666.37
3551824,0233K00127000000,3,928.82
3551825,0233K00128000000,2,2037.4
3551826,0233K00129000000,10,3361.72
3551827,0233K00131000000,17,12091.99
3551828,0233K00132000000,1,61.49
3551829,0233K00135000000,1,153.72
3551830,0233K00139000000,18,9857.33
3551831,0233K00142000000,2,1495.16
3551832,0233K00143000000,11,6741.41
3551833,0233K00145000000,14,7489.42
3551834,0233K00147000000,15,9240.69
3551835,0233K00148000000,31,13294.61
3551836,0233K00150000000,15,2405.13
3551837,0233K00151000000,22,8864.65
3551838,0233K00152000000,20,2373.91
3551839,0233K00153000000,15,7267.3
3551840,0233K00154000000,14,4492.95
3551841,0233K00158000000,3,1498.18
3551842,0233K00159000000,2,658.04
3551843,0233K00161000000,1,92.71
3551844,0233K00162000000,16,9655.87
3551845,0233K00164000000,44,1233.84
3551846,0233K00166000000,6,1176.25
3551847,0233K00168000000,34,15356.72
3551848,0233K00170000000,16,5010.73
3551849,0233K00172000000,18,7239.28
3551850,0233K00176000000,15,6699.64
3551851,0233K00178000000,31,15347.26
3551852,0233K00185000000,11,6267.68
3551853,0233K00187000000,1,148.52
3551854,0233K00190000000,48,4012.05
3551855,0233K00191000000,1,1.89
3551856,0233K00193000000,8,8655.22
3551857,0233K00194000000,3,649.84
3551858,0233K00195000100,58,92.87
3551859,0233K00195000200,26,57.21
3551860,0233K00195000300,28,70.78
3551861,0233K00195000400,26,61.65
3551862,0233K00196000000,16,8818.86
3551863,0233K00198000000,14,2594.78
3551864,0233K00203000000,4,213.17
3551865,0233K00204000000,14,55.87
3551866,0233K00205000000,15,5468.1
3551867,0233K00206000000,3,865.68
3551868,0233K00208000000,18,2699.92
3551869,0233K00209000000,56,2335.77
3551870,0233K00211000000,2,4.72
3551871,0233K00213000000,16,7708.39
3551872,0233K00216000000,5,1007.24
3551873,0233K00245000000,87,313.87
3551874,0233K00246000000,2,729.62
3551875,0233K00248000000,1,189.67
3551876,0233K00259000000,10,2640.43
3551877,0233K00264000000,16,4946.66
3551878,0233K00266000000,9,10104.36
3551879,0233K00276000000,1,679
3551880,0233K00278000000,2,758.63
3551881,0233K00290000001,54,612.3
3551882,0233K00291000000,22,3616.75
3551883,0233K00292000000,11,1198.56
3551884,0233K00293000000,16,3093.94
3551885,0233K00295000000,22,364.52
3551886,0233K00297000000,1,84.67
3551887,0233K00301000000,17,10544.05
3551888,0233K00302000000,15,5630.36
3551889,0233K00304000000,15,5400.07
3551890,0233K00305000000,1,1.42
3551891,0233K00312000000,14,3066.09
3551892,0233K00315000000,6,15.58
3551893,0233K00317000000,20,16282.97
3551894,0233K00319000000,16,12280.79
3551895,0233K00320000000,11,2004.54
3551896,0233K00321000000,15,13165.55
3551897,0233K00326000000,16,5154.73
3551898,0233K00357000000,16,9173.87
3551899,0233K00362000000,65,788.26
3551900,0233K00363000000,74,390.72
3551901,0233K00364000000,7,4301.31
3551902,0233K00365000000,14,6478.96
3551903,0233K00367000000,7,2910.43
3551904,0233K00372000000,15,9548.51
3551905,0233L00003000000,12,15000.66
3551906,0233L00007000000,3,2004.99
3551907,0233L00009000000,1,136.22
3551908,0233L00023000000,10,8264.85
3551909,0233L00024000000,10,6137.7
3551910,0233L00025000000,1,83.75
3551911,0233L00027000000,15,5380.21
3551912,0233L00028000000,2,575.52
3551913,0233L00029000000,3,1160.74
3551914,0233L00030000000,10,133.24
3551915,0233L00034000000,28,9642.82
3551916,0233L00040000000,2,20.82
3551917,0233L00050000000,14,2535.59
3551918,0233L00052000000,15,6173.12
3551919,0233L00054000000,1,420
3551920,0233L00067000000,8,13156.42
3551921,0233L00076000000,2,348.38
3551922,0233L00078000000,8,1342.72
3551923,0233L00094000000,1,214.64
3551924,0233L00102000000,16,11872.18
3551925,0233L00105000000,12,8455.66
3551926,0233L00108000000,1,941.74
3551927,0233L00109000000,11,7789.3
3551928,0233L00110000000,1,19.39
3551929,0233L00112000000,16,13481.65
3551930,0233L00113000000,16,8233.73
3551931,0233L00117000000,2,572.28
3551932,0233L00124000000,45,10837.25
3551933,0233L00127000000,1,4177.3
3551934,0233L00133000000,1,1494.99
3551935,0233L00136000000,13,13353.27
3551936,0233L00142000000,1,267.2
3551937,0233L00143000000,4,5097.99
3551938,0233L00144000000,1,189.01
3551939,0233L00153000000,4,1194.72
3551940,0233L00155000000,1,186.84
3551941,0233L00159000000,3,718.41
3551942,0233L00160000000,2,1881.05
3551943,0233L00160000002,5,3928.48
3551944,0233L00165000000,12,144.14
3551945,0233L00168000000,94,534.44
3551946,0233L00170000000,14,18168.33
3551947,0233L00177000000,7,3945.61
3551948,0233L00179000000,1,31.22
3551949,0233L00188000000,7,12245.84
3551950,0233L00189000000,1,1293.81
3551951,0233L00194000000,2,236.5
3551952,0233L00205000000,5,3204.03
3551953,0233L00209000000,2,974.09
3551954,0233L00211000000,15,8032.47
3551955,0233L00217000000,115,1643.41
3551956,0233L00234000000,8,5356.08
3551957,0233L00235000000,1,4.73
3551958,0233L00240000000,1,214.27
3551959,0233L00243000000,1,3.62
3551960,0233L00244000000,1,308.48
3551961,0233L00253000000,1,1041.84
3551962,0233L00257000000,13,11529.93
3551963,0233L00260000000,11,8506.79
3551964,0233L00261000000,30,22402.68
3551965,0233L00262000000,19,12537.57
3551966,0233L00264000000,3,640.46
3551967,0233L00265000000,20,14792.78
3551968,0233L00268000000,1,189.2
3551969,0233L00269000000,1,1409.85
3551970,0233L00300000000,2,1689.44
3551971,0233L00306000000,19,9542.32
3551972,0233L00309000000,3,2351.3
3551973,0233L00311000000,7,1277.44
3551974,0233L00313000000,3,2509.7
3551975,0233L00400000000,1,4200
3551976,0233L01600000002,1,1203.69
3551977,0233M00001000000,11,3977.72
3551978,0233M00003000000,1,666.4
3551979,0233M00017000000,18,12378.12
3551980,0233M00018000000,13,5182.22
3551981,0233M00039000000,18,16416.4
3551982,0233M00042000000,2,561.9
3551983,0233M00058000000,18,6406.34
3551984,0233M00060000000,2,223.26
3551985,0233M00068000000,19,8902.59
3551986,0233M00069000000,8,10817.51
3551987,0233M00070000000,2,1386.1
3551988,0233M00073000000,1,1427.86
3551989,0233M00078000000,31,18586.88
3551990,0233M00080000000,2,266.78
